id,sfdc_id,FirstName,LastName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,Phone,Fax,MobilePhone,HomePhone,OtherPhone,Email,LeadSource,Birthdate,Personal_Email__c,Gender,ASU_Gmail__c,Arizona_Resident__c,Visa_Type__c,Undergraduate_GPA__c,Jr_Sr_GPA__c,Military_Status__c,Military_Branch__c,Email_Status__c,Marital_Status__c,Ethnicity,FERPA__c,Undergraduate_Major__c,Graduate_GPA__c,Contact_Preference__c,Student_Number__c,ASURite_ID__c,Deceased__c,ASU_Email__c
121,,Yadira,Bernhard,Mr.,"6467 Kshlerin View","East Dejonmouth",Illinois,42101-6773,"United States","6148 Marks Spring",Imogeneburgh,Minnesota,70808,"United States",254-414-1329,"573-772-9975 x0990",580-502-2656,727-843-2307,"980-719-5232 x3814",yadira@example.net,Walk-in,"1994-11-28 22:37:57.000000",yadira@example.net,Male,Yadira@asu.gmail,,,2.28669626394942,1.97323123660406,,,Valid,Single,"Pacific Islander",,Mathematics,,"Home Phone",0485237079,1208362902,,Yadira.Bernhard@asuFake.edu
122,,Geovany,Blick,Dr.,"3241 Ledner Rapid","North Katherinechester",Wyoming,12134,"United States","55391 Schoen Road",Noeburgh,Iowa,54571-7394,"United States","715-740-7316 x9312","203-445-2112 x1317","850.802.6294 x9369","(931) 510-0987",404.732.1903,geovany@example.org,"College Fair - Int","1993-04-15 07:39:34.000000",geovany@example.org,Female,Geovany@asu.gmail,,,1.22690244936159,3.88665671765786,,,Role,Single,White,,Business,3.79016866215451,"Home Phone",3025301955,1201182393,,Geovany.Blick@asuFake.edu
123,,Nyah,Dooley,Mrs.,"6523 Araceli Flats","West Eldon",Michigan,48494-9731,"United States","796 Reuben Turnpike",Feltonview,Alaska,59563-2226,"United States","662-847-2307 x6865","959-310-5043 x9002","775-479-0963 x3356",970.972.8726,"646.605.9656 x7813",nyah@example.com,"Employee Referral","1996-01-08 04:39:53.000000",nyah@example.com,Female,Nyah@asu.gmail,,,1.07837042112041,2.60041794401609,,,Temp,Married,"Pacific Islander",,Psychology,3.61347617153805,Email,8779260191,1201777662,,Nyah.Dooley@asuFake.edu
124,,Dena,Nader,Ms.,"75576 Bernhard Shore",Chanceside,Oklahoma,59554-4285,"United States","64672 Hudson Lights","North Liza",Iowa,45914-2686,"United States",301-571-2569,"(813) 318-3484",734-850-9130,"(901) 408-0407",313.718.4017,dena@example.com,Walk-in,"1995-07-06 18:09:25.000000",dena@example.com,Female,Dena@asu.gmail,,,1.2313250445074,1.47499016227675,,,Role,Single,"Pacific Islander",,Economics,3.13099100809206,"Mobile Phone",0670165291,1206330744,,Dena.Nader@asuFake.edu
125,,Sydnee,Smitham,Ms.,"486 Kihn Rapid","East Bertha",Ohio,58157-2716,"United States","4391 Ryan Meadows","North Nickolasmouth",Hawaii,60838,"United States",510.407.6998,231-972-3340,"(443) 574-0374 x8064","(515) 975-2589 x3243","856.440.2967 x5819",sydnee@example.net,"College Fair - Int","1992-12-30 20:01:40.000000",sydnee@example.net,Female,Sydnee@asu.gmail,,,1.31658549724587,2.60310013794223,,,Temp,Single,Asian,,"Computer Science",3.17519063584863,Email,4635719979,1206849857,,Sydnee.Smitham@asuFake.edu
126,,Joey,Hansen,Mrs.,"804 Quitzon Bridge",Sporerberg,Hawaii,43025-6784,"United States","17347 Shawn Fork","West Kelsie",California,32934-1188,"United States",203-606-7798,205-727-3784,"931.919.1005 x2838","(785) 207-7243 x3915",516.317.7352,joey@example.org,"ASU UG","1991-04-08 12:45:49.000000",joey@example.org,Female,Joey@asu.gmail,,,3.09305589074109,3.20291713311684,,,Temp,Married,Hispanic,,"Mechanical Engineering",3.61595073412509,Email,6906656870,1204501660,,Joey.Hansen@asuFake.edu
127,,Bethel,Feeney,Ms.,"579 Kunde Ridge","South Irvingport","Rhode Island",99377-9170,"United States","4216 Reginald Terrace",Rogahnhaven,"New Mexico",74235-2740,"United States","720.216.5235 x4129",662.574.5073,"(214) 425-7504 x9110","352-417-1575 x1928","254-937-2178 x2959",bethel@example.org,Advertisement,"1995-09-24 01:16:33.000000",bethel@example.org,Female,Bethel@asu.gmail,,,3.14057290853635,2.7506208377095,,,Valid,Single,Asian,,Economics,3.6948551992659,"Local Phone",4917561472,1203702686,,Bethel.Feeney@asuFake.edu
128,,Van,Bernier,Mr.,"6581 Karianne Heights","East Nathenview",Delaware,80025-1152,"United States","6724 Raina Hills",Kelsiemouth,Mississippi,38205,"United States","609-425-9865 x2666","(603) 760-0929 x6179","952-828-2127 x5920","262-646-2124 x7287",270.714.2950,van@example.net,"Purchased List","1990-11-19 06:23:51.000000",van@example.net,Male,Van@asu.gmail,,,1.14282893892512,1.5531934180781,,,Valid,Divorced,"Pacific Islander",,Mathematics,,Email,7008988516,1208451145,,Van.Bernier@asuFake.edu
129,,Macey,Prohaska,Ms.,"5987 Elwin Prairie",Kenyonland,Alaska,53916-0472,"United States","32193 Predovic Wall",Wisokymouth,Wisconsin,34310,"United States","(754) 724-6818 x7442","(845) 551-6970 x4475","503.445.8923 x1272",650-557-3670,"407-828-4585 x4304",macey@example.net,"Purchased List","1993-11-08 07:51:05.000000",macey@example.net,Female,Macey@asu.gmail,,,3.40377383035272,2.61663222125937,,,Role,Single,White,,"Political Science",3.75425786179062,"Mobile Phone",7062104433,1205540585,,Macey.Prohaska@asuFake.edu
130,,Nash,Beatty,Ms.,"818 Marshall Rapids","South Jared",Mississippi,13806,"United States","707 Jakubowski Hollow",Grantshire,Connecticut,10104,"United States","(520) 337-7434 x4723","503-774-9936 x7859",570-815-2045,"252.559.3283 x0328","423-630-4546 x0405",nash@example.net,Email,"1995-01-22 00:35:56.000000",nash@example.net,Female,Nash@asu.gmail,,,1.14287512706376,2.16620285561818,,,Role,Single,Asian,,Psychology,,"Local Phone",6394486011,1204087430,,Nash.Beatty@asuFake.edu
131,,Ellen,Lueilwitz,Prof,"12385 Wilderman Court",Boyerchester,Nebraska,24045,"United States","44423 Freddy Ford",Ursulashire,Texas,97451-8106,"United States","727.925.0302 x8786","(205) 256-6993","812.828.6227 x2320","(828) 320-1749","(858) 352-7636 x5507",ellen@example.net,Walk-in,"1992-07-22 13:51:09.000000",ellen@example.net,Unknown,Ellen@asu.gmail,,,3.8490660150729,2.64042204154234,,,Role,Single,White,,Mathematics,,"Mobile Phone",0688636195,1200392833,,Ellen.Lueilwitz@asuFake.edu
132,,Destany,Hilll,Mr.,"8502 Strosin Bridge","South Tialand",Louisiana,52756-0631,"United States","26928 Kilback View","West Paxton","New Hampshire",90696-3363,"United States","757-864-9377 x9330","309-708-4394 x9468","(785) 734-6301 x0064","901-916-5011 x7431","714-985-3090 x3999",destany@example.com,"College Fair - US","1994-06-29 13:17:54.000000",destany@example.com,Male,Destany@asu.gmail,,,3.64374059822179,2.26966659069035,,,Temp,Divorced,"Pacific Islander",,Mathematics,3.26664912964434,"Local Phone",6626611128,1207807948,,Destany.Hilll@asuFake.edu
133,,Gust,Pacocha,Prof,"774 Nayeli Road","New Craigmouth",Alaska,36770,"United States","82649 Smith Rapid","East Nehafort",Arkansas,23292-8660,"United States",830-731-3807,410-857-3474,"(906) 503-4401 x9003","(206) 417-0431 x0471","(408) 205-8246 x6446",gust@example.com,"Partial App","1993-12-28 17:23:50.000000",gust@example.com,Female,Gust@asu.gmail,,,3.84857367183689,2.87052572583363,Veteran,Army,Role,Single,White,,Biology,,"Local Phone",1951627401,1209207880,,Gust.Pacocha@asuFake.edu
134,,Jaylan,Schaden,Mr.,"8829 Jaskolski Throughway","Lake Billy","Rhode Island",38608-7283,"United States","784 Krista Knoll","South Vernerhaven",Nevada,30141-7937,"United States","323.720.4457 x4558",336-786-4126,"(816) 313-1070 x0071",563.530.3170,737.936.2755,jaylan@example.net,"ASU UG","1995-03-25 12:37:01.000000",jaylan@example.net,Male,Jaylan@asu.gmail,,,1.8002767612157,1.61645477845788,,,Temp,Married,White,,Economics,,Email,6159056383,1201548710,,Jaylan.Schaden@asuFake.edu
135,,Dedrick,Howell,Mrs.,"857 Janis Harbors",Modestastad,Florida,30132-9878,"United States","939 Jaydon Fork","West Amos",Minnesota,28374,"United States","863-909-8234 x7670","407-914-0439 x8196","(617) 667-4831 x5299","(682) 305-9029 x9990",231-607-6735,dedrick@example.com,Event,"1992-04-22 11:09:12.000000",dedrick@example.com,Female,Dedrick@asu.gmail,,,2.07680944742271,1.46223701488592,,,Valid,Married,"Am. Indian Alaska Native",,Economics,,Email,5856455848,1202627667,,Dedrick.Howell@asuFake.edu
136,,Julian,Rutherford,Mrs.,"6372 Becker Springs",Douglasfurt,Kansas,97111-4563,"United States","10469 Kirstin Cliff",Frankbury,Wisconsin,23245-1352,"United States",402-903-5186,"(713) 985-8779 x8255","835-308-8347 x1186","909-203-3065 x9858",910.248.2469,julian@example.com,"Phone Call","1993-04-20 07:53:45.000000",julian@example.com,Female,Julian@asu.gmail,,,2.37212090842792,1.63456354799597,,,Temp,Married,"Pacific Islander",,Mathematics,,Email,4072850611,1209596818,,Julian.Rutherford@asuFake.edu
137,,Alexandra,Wolff,Dr.,"3618 Smitham Street",Monahanstad,"South Dakota",51166-8915,"United States","3539 Carter Garden",Cruickshankmouth,Connecticut,66097,"United States",317-773-1695,470.562.0293,"(760) 443-4212 x1190",914-870-8696,"609-832-4643 x5424",alexandra@example.org,"Partial App","1989-06-11 23:08:06.000000",alexandra@example.org,Female,Alexandra@asu.gmail,,,3.99194597892326,1.1278533449631,,,Role,Unknown,Asian,,"Mechanical Engineering",,Email,9704806822,1200154435,,Alexandra.Wolff@asuFake.edu
138,,Tomasa,Kuhic,Dr.,"902 Selena Extension","New Nicholastown",Mississippi,92620-8730,"United States","302 Dave Circles","North Kelsie","New York",28000,"United States","(864) 605-2887 x2386",858.609.3538,"(623) 937-3059","904-740-7897 x2217","706-907-5783 x2931",tomasa@example.org,"College Fair - Int","1990-06-18 21:57:30.000000",tomasa@example.org,Unknown,Tomasa@asu.gmail,,,1.22577559701906,3.45018780686963,,,Valid,Unknown,Hispanic,,"Mechanical Engineering",,"Mobile Phone",2298360412,1209684953,,Tomasa.Kuhic@asuFake.edu
139,,Alicia,Paucek,Mrs.,"306 Brandi Ridges","North Parisburgh",Georgia,94504-0248,"United States","1201 Dietrich Highway",Josephineberg,"South Carolina",78948,"United States","775.936.7509 x2964","515-207-5508 x9373",978-937-1655,870-985-7275,"(919) 917-3165 x3494",alicia@example.org,"College Fair - Int","1992-04-29 02:56:57.000000",alicia@example.org,Female,Alicia@asu.gmail,,,1.665753300873,3.63987628407999,,,Role,Married,"Pacific Islander",,Business,3.44722934733207,"Home Phone",7549168691,1207035254,,Alicia.Paucek@asuFake.edu
140,,Chyna,Douglas,Mr.,"8771 Tristian Lodge","North Wilbert",Nevada,78512-0170,"United States","4808 Huels Trail","Port Kellyport",Massachusetts,83877,"United States",212.919.9911,"623-954-1813 x5041",231-832-0228,"(763) 270-7806","361.225.9203 x0204",chyna@example.com,Event,"1994-01-18 13:49:12.000000",chyna@example.com,Male,Chyna@asu.gmail,,,1.9690166363711,2.7902629847822,,,Temp,Married,Hispanic,,Biology,,"Home Phone",6576726012,1205199083,,Chyna.Douglas@asuFake.edu
141,,Katlynn,Schumm,Ms.,"1587 Jast Meadow","East Darrylmouth",Oregon,89204,"United States","133 McDermott Skyway",Earlinehaven,Massachusetts,56966-8735,"United States","(702) 863-4086 x0021",574.564.6519,630-716-5670,979.503.8282,"970.208.8502 x5445",katlynn@example.com,Advertisement,"1993-02-10 08:19:25.000000",katlynn@example.com,Female,Katlynn@asu.gmail,,,3.7081459024683,2.58157528428096,,,Valid,Single,Asian,,Business,3.0276302435198,Email,3571081563,1203090196,,Katlynn.Schumm@asuFake.edu
142,,Mortimer,Conn,Ms.,"667 Joel Canyon","North Deborahburgh",Hawaii,27875-3993,"United States","1999 Madge Causeway",Zulaville,Georgia,69527-3430,"United States","(424) 774-1926","(573) 336-3308","520-260-0920 x4625","928.229.2609 x8186",626-262-0127,mortimer@example.org,"Employee Referral","1993-11-28 08:18:23.000000",mortimer@example.org,Female,Mortimer@asu.gmail,,,2.91718981904553,1.49647969776805,,,Valid,Single,"Pacific Islander",,Biology,,"Mobile Phone",4124155143,1202694111,,Mortimer.Conn@asuFake.edu
143,,Shemar,Parker,Dr.,"769 Kunde Motorway",Maggieview,Iowa,85410-1362,"United States","347 Kris Meadow",Stellaborough,"North Dakota",55523-0653,"United States","(309) 574-6522 x9221","907.434.8381 x8601","240.704.0563 x3252","321.813.3151 x7989",337.270.2966,shemar@example.net,"Web Form","1991-01-04 18:50:35.000000",shemar@example.net,Female,Shemar@asu.gmail,,,3.82265121928542,1.56195653797169,"Armed Forces Reserve",Marines,Valid,Single,"Am. Indian Alaska Native",,Biology,3.46508504574704,"Home Phone",8439148472,1202795933,,Shemar.Parker@asuFake.edu
144,,Deanna,Fritsch,Prof,"381 Beer Trail","North Caylafurt","New Jersey",75968-9715,"United States","9607 Elise Falls","South Lorenland",Missouri,13332,"United States",504.770.8422,"856-706-0937 x3174",914.580.9243,"234-283-2163 x9388","407-571-4927 x0571",deanna@example.com,Email,"1996-03-16 02:29:53.000000",deanna@example.com,Unknown,Deanna@asu.gmail,,,1.74452933595954,1.85747665317286,,,Temp,Divorced,"Am. Indian Alaska Native",,Mathematics,,"Mobile Phone",6891548885,1202151996,,Deanna.Fritsch@asuFake.edu
145,,Jed,Torp,Dr.,"4092 Hermiston Orchard",Catherineberg,Massachusetts,31608,"United States","7859 Garnet Isle",Princeborough,Alaska,18270-4741,"United States","661-464-3288 x4487","(774) 303-8525 x9165",202.219.0174,"972-205-9878 x0326","775.863.8536 x2521",jed@example.net,"Purchased List","1990-03-16 06:35:40.000000",jed@example.net,Male,Jed@asu.gmail,,,1.29590778036216,1.58923765852023,,,Temp,Single,Hispanic,,"Political Science",3.13661999370039,Email,7431743126,1209064475,,Jed.Torp@asuFake.edu
146,,Ruben,Funk,Mrs.,"8990 Braun Manors",McGlynnshire,"Rhode Island",90601,"United States","316 Leffler Terrace",Sporerhaven,Tennessee,22118-1479,"United States","914.203.2108 x2874","209.408.5979 x6768","252-212-9256 x2952","(812) 615-3537 x9922",765.314.3177,ruben@example.com,Email,"1994-11-15 16:58:09.000000",ruben@example.com,Female,Ruben@asu.gmail,,,1.00817653505992,2.81030944333177,,,Temp,Married,"Pacific Islander",,"Political Science",3.41815556048533,Email,8230786756,1208286554,,Ruben.Funk@asuFake.edu
147,,Oceane,Boehm,Mrs.,"33431 Spinka Views",Halvorsonberg,Indiana,25823,"United States","206 Vena Stravenue","Port Lauryn",Georgia,19317,"United States",919.518.4707,956-660-4211,520-718-6582,"(316) 475-3360","503-804-7759 x8812",oceane@example.net,"Partial App","1989-08-10 03:45:54.000000",oceane@example.net,Female,Oceane@asu.gmail,,,1.79853343639169,3.55440585009431,,,Valid,Married,"Pacific Islander",,"Computer Science",3.01718870017165,Email,2896098819,1201283765,,Oceane.Boehm@asuFake.edu
148,,Delphia,Bosco,Ms.,"2844 Halvorson Road","South Elvis",Wyoming,47980,"United States","8630 Gleichner Squares","Lake Elouiseton",Connecticut,95967,"United States","562.734.9058 x5605",580-972-5481,"606.845.9432 x2404","806.417.0275 x6596",805.928.2378,delphia@example.org,"Test Scores","1994-10-06 18:11:12.000000",delphia@example.org,Female,Delphia@asu.gmail,,,1.9178174590701,2.85908621174675,,,Temp,Single,"Am. Indian Alaska Native",,"Computer Science",3.99424546650843,Email,4178573153,1209510444,,Delphia.Bosco@asuFake.edu
149,,Mark,Haag,Prof,"61535 Dahlia Circles",Lorenzbury,Delaware,23396-0262,"United States","509 Hilario Junction","Port Jesusfort",Nebraska,77882-4387,"United States","816-975-3274 x8766","678-512-4370 x5141",971-307-3392,281-414-5024,518-520-5544,mark@example.net,"Phone Call","1989-08-09 22:27:19.000000",mark@example.net,Unknown,Mark@asu.gmail,,,2.31387565501317,3.80215357980377,,,Valid,Divorced,"Black African-American",,"Political Science",,"Mobile Phone",9142943612,1201058537,,Mark.Haag@asuFake.edu
150,,Alda,Rath,Mr.,"393 Hettinger Unions","Port Dave",Iowa,50344,"United States","55985 Gerlach Streets",Anabellefurt,Washington,17603,"United States","507-347-5391 x1622","209-802-5601 x4674","810.912.2931 x4347","985.909.6900 x5260",337.623.7638,alda@example.org,Advertisement,"1990-03-19 01:14:19.000000",alda@example.org,Male,Alda@asu.gmail,,,2.19138220654456,2.05325515707109,,,Role,Married,Hispanic,,Biology,3.20203868969387,"Mobile Phone",7378671562,1207794535,,Alda.Rath@asuFake.edu
151,,Isaias,VonRueden,Mrs.,"77237 Mertz Curve",Lorineland,Ohio,72280-3559,"United States","2057 Aufderhar Terrace","New Alanis",Arizona,85791,"United States",205-661-5903,"276-810-1858 x8669","(231) 931-2420 x2498","(984) 614-3471 x7426","872-559-5693 x0954",isaias@example.com,"Web Form","1989-11-15 17:55:23.000000",isaias@example.com,Female,Isaias@asu.gmail,,,3.8045394524853,2.06205450671938,,,Role,Married,"Am. Indian Alaska Native",,Economics,3.65702925080467,"Mobile Phone",4560964599,1204333901,,Isaias.VonRueden@asuFake.edu
152,,Alayna,Corwin,Ms.,"21190 Gislason Meadows",Bartchester,Nevada,94051-9979,"United States","84324 Crooks Vista",Beattyton,Vermont,32778,"United States",931.732.3137,"606-718-3152 x4828","571-336-6440 x7821","872-626-0736 x8159",464.818.9037,alayna@example.com,"Purchased List","1991-03-29 18:36:53.000000",alayna@example.com,Female,Alayna@asu.gmail,,,2.2416580298599,3.88154036752864,,,Role,Single,Hispanic,,Mathematics,3.68894536261643,"Mobile Phone",0608883824,1209705058,,Alayna.Corwin@asuFake.edu
153,,Maryjane,Hirthe,Prof,"449 Brady Falls",Velmamouth,Nevada,17036,"United States","6292 Armstrong Rue",Camrynmouth,"New Mexico",70750-1062,"United States","(339) 605-6820","(862) 608-0504",262-475-1618,"918-858-6860 x6014","614-404-4566 x7501",maryjane@example.org,"ASU UG","1993-04-04 09:32:23.000000",maryjane@example.org,Male,Maryjane@asu.gmail,,,2.42728669545864,3.28059035853266,,,Temp,Married,White,,"Computer Science",,Email,8319212427,1200424330,,Maryjane.Hirthe@asuFake.edu
154,,Kamille,Kilback,Mr.,"5860 Ryan Mountain","South Jack",Nevada,18506-8492,"United States","820 Little Brooks","West Kelsieland",Maine,46388,"United States","319-603-6413 x0735",213-413-3546,"570.351.3661 x8549",408.228.2832,407-616-6922,kamille@example.net,Advertisement,"1995-06-19 22:57:19.000000",kamille@example.net,Male,Kamille@asu.gmail,,,3.88758777896454,3.40462326608121,,,Role,Divorced,White,,"Political Science",,"Home Phone",8684401159,1202219411,,Kamille.Kilback@asuFake.edu
155,,Drew,Miller,Mrs.,"8116 Oral Stream","South Clemens",Ohio,88666,"United States","680 Hackett Landing","Lake Raul",Alabama,34361,"United States","(504) 321-8756",912-586-5923,651-303-7444,703-971-7956,"612.301.7531 x9140",drew@example.net,Advertisement,"1991-08-29 01:50:32.000000",drew@example.net,Female,Drew@asu.gmail,,,1.1208375180592,3.65701256785659,,,Valid,Married,White,,Psychology,,"Mobile Phone",3525652272,1204097270,,Drew.Miller@asuFake.edu
156,,Jadyn,Shields,Dr.,"961 Sanford Alley",Abigailmouth,Wisconsin,96097-3769,"United States","7058 Scot Pass","Port Emerystad",Nebraska,66813-8101,"United States","901-559-8889 x4371",254.414.6522,812.541.1689,"(812) 417-7344 x1622","(984) 830-7535 x6260",jadyn@example.com,Advertisement,"1989-12-30 09:48:04.000000",jadyn@example.com,Unknown,Jadyn@asu.gmail,,,3.82546746013472,3.49882837785802,,,Temp,Married,Hispanic,,Psychology,3.05302119579821,Email,6061244823,1201645965,,Jadyn.Shields@asuFake.edu
157,,Lonzo,Dooley,Mrs.,"5047 Shad Pike",Antoninamouth,Louisiana,65522-0674,"United States","6678 Hegmann Pines",Karelleland,Virginia,86531,"United States","(847) 445-6870 x0524",469.737.3210,785.301.1080,"301.928.1759 x5849","737.205.3430 x8309",lonzo@example.com,Email,"1994-06-30 19:13:58.000000",lonzo@example.com,Female,Lonzo@asu.gmail,,,1.65280983048211,3.51716593037489,,,Valid,Married,"Pacific Islander",,Business,3.00860400403374,"Home Phone",8520684459,1204063097,,Lonzo.Dooley@asuFake.edu
158,,Angeline,Miller,Ms.,"5054 Cecilia Prairie","Lake Josefina",Florida,17192,"United States","3422 Jackie Underpass",McGlynnton,"New York",37055,"United States",859-224-7305,"(907) 208-0543 x3570","606.409.0281 x7200",617-815-0984,"253.832.6117 x7466",angeline@example.org,"Purchased List","1992-08-14 23:26:31.000000",angeline@example.org,Female,Angeline@asu.gmail,,,2.28600674255354,2.51011412628946,,,Temp,Single,"Pacific Islander",,Biology,,"Home Phone",0989195392,1209462792,,Angeline.Miller@asuFake.edu
159,,Luna,King,Mrs.,"19388 Anne Rapids","East Barbara",Pennsylvania,62322,"United States","8842 Abshire Pass","Lake Raleightown",Mississippi,26782,"United States","217-732-2719 x0289","410-906-6965 x6157","760.336.5242 x7207",904.901.9218,"201-678-3738 x9406",luna@example.com,"College Fair - Int","1996-02-15 22:03:09.000000",luna@example.com,Female,Luna@asu.gmail,,,1.38527153643441,3.99402997391005,,,Valid,Married,Hispanic,,"Computer Science",,"Local Phone",7753789644,1200884339,,Luna.King@asuFake.edu
160,,Nelson,Smith,Ms.,"9486 Madisyn Islands","Port Otiliaburgh",Wyoming,45546,"United States","8520 Lesch Prairie",Antwanmouth,"New York",94760,"United States","202-703-9575 x2208",870.703.2741,"475-865-7692 x5630","(925) 557-6310","831-347-8924 x2824",nelson@example.org,"Phone Call","1996-01-04 17:02:21.000000",nelson@example.org,Female,Nelson@asu.gmail,,,3.31793312436193,3.95964683343411,,,Temp,Single,"Am. Indian Alaska Native",,Biology,3.57193279543088,"Local Phone",1503687077,1200329920,,Nelson.Smith@asuFake.edu
161,,Wilmer,"O'Reilly",Mr.,"16796 Heller Camp","New Camillebury",California,78294-2909,"United States","20412 Ima Inlet","West Eunice",Texas,52417,"United States","303.754.2828 x4394","925.931.1438 x4994","661.609.7400 x0556","870.641.7186 x2755",571-443-3104,wilmer@example.com,Walk-in,"1991-03-09 02:36:45.000000",wilmer@example.com,Male,Wilmer@asu.gmail,,,3.4759786352702,3.11994419451978,,,Role,Divorced,Hispanic,,"Computer Science",3.57000703501247,"Home Phone",1689113501,1206090978,,"Wilmer.O'Reilly@asuFake.edu"
162,,Ludie,Ritchie,Mr.,"24992 Parisian Loaf",Lysanneview,Indiana,79831-6793,"United States","183 Queen Street",Toyville,Maryland,55012,"United States","915-916-4795 x4202",573-920-5750,"843-254-9151 x0155","(260) 541-8899","(218) 217-3965",ludie@example.net,"Employee Referral","1994-09-21 21:05:56.000000",ludie@example.net,Male,Ludie@asu.gmail,,,3.7974019155731,2.76574588306195,,,Role,Divorced,"Pacific Islander",,"Computer Science",,"Local Phone",2190047249,1205416426,,Ludie.Ritchie@asuFake.edu
163,,Johnny,Weber,Dr.,"94816 Dare Loop","West Dwight",Louisiana,93547,"United States","244 Pouros Manor","East Kristy","North Dakota",92254,"United States","754.402.7273 x8220","(952) 502-3787 x6863",908-518-7170,"307.970.0572 x0111","(203) 331-5010 x3663",johnny@example.org,"Employee Referral","1990-07-04 12:53:16.000000",johnny@example.org,Female,Johnny@asu.gmail,,,1.31071422054199,2.60352868676742,Veteran,"Air Force",Temp,Unknown,White,,"Computer Science",,Email,5138945430,1204892548,,Johnny.Weber@asuFake.edu
164,,Zachery,Kozey,Mr.,"99591 Joelle Unions","South Nathaniel",Louisiana,71779-8586,"United States","23599 Trantow Greens",Botsfordhaven,Maine,45996-2117,"United States","661.651.8007 x3489",435-351-6357,361-805-1939,803-225-9711,"(865) 234-4452",zachery@example.com,Email,"1993-04-01 23:35:19.000000",zachery@example.com,Male,Zachery@asu.gmail,,,2.95902461456805,1.55402863501191,,,Temp,Unknown,"Pacific Islander",,Mathematics,,"Local Phone",0425942993,1203180034,,Zachery.Kozey@asuFake.edu
165,,Laverna,Durgan,Ms.,"6650 Veum Ports","West Sydneebury",Michigan,13585,"United States","6859 MacGyver Road",Schuppeton,"New Mexico",17552-4230,"United States","(716) 845-7440 x3395",315-603-8492,"781.731.9220 x5729","813-317-7112 x3246","(682) 980-9090",laverna@example.org,"Web Form","1990-02-03 00:39:12.000000",laverna@example.org,Female,Laverna@asu.gmail,,,2.52356131416446,3.92830164989209,,,Role,Single,White,,"Mechanical Engineering",,Email,4802231016,1200159793,,Laverna.Durgan@asuFake.edu
166,,Diamond,Brakus,Prof,"19211 Brown Ports","North Christian",Tennessee,90660,"United States","822 Justus Mission",Spencerchester,California,76797-6336,"United States","563-530-9102 x3310",307-810-3454,"(508) 470-2682 x9515","(304) 605-1702 x7688","712-512-9706 x9015",diamond@example.net,PeopleSoft,"1992-09-13 23:43:59.000000",diamond@example.net,Unknown,Diamond@asu.gmail,,,3.24890974570469,2.8844546214367,,,Valid,Unknown,Asian,,"Political Science",3.8482039492219,Email,3173367532,1200001465,,Diamond.Brakus@asuFake.edu
167,,Raegan,Grady,Mrs.,"1764 Trantow Oval","Lake Alexandraton",Minnesota,59620-8384,"United States","9931 Niko Corners",Reynoldsshire,Idaho,15431,"United States",802.323.9593,973.872.5069,"(914) 434-8465","(414) 651-4758 x5027","(805) 276-7929 x6128",raegan@example.org,Advertisement,"1990-06-22 08:53:17.000000",raegan@example.org,Female,Raegan@asu.gmail,,,2.353486639128,2.52769844376966,,,Role,Married,Asian,,"Mechanical Engineering",,"Home Phone",4734818392,1208371548,,Raegan.Grady@asuFake.edu
168,,Jalon,Ledner,Mr.,"151 Nader View","East Marietta",Nebraska,80354-8668,"United States","7880 Elsa Falls","New Ilenebury",Alabama,24366,"United States","580-517-4379 x3493",227-719-0736,"(712) 281-0653 x7100","251.337.5120 x6807","205-801-1825 x5380",jalon@example.org,"College Fair - US","1991-02-20 22:54:30.000000",jalon@example.org,Male,Jalon@asu.gmail,,,1.86385045910149,1.19856164769022,"Armed Forces Reserve","Coast Guard",Role,Divorced,White,,"Political Science",3.22655137042181,"Home Phone",6115182720,1203665244,,Jalon.Ledner@asuFake.edu
169,,Cecil,Kihn,Dr.,"51937 Reynolds Ranch","Lake Mohammad",Florida,54901-4963,"United States","48024 Schmeler Mountain","West Modestohaven",Illinois,18750-2345,"United States",508-931-3617,"(617) 864-5180","(208) 339-5752 x7952","(404) 407-8569","830-915-8343 x6471",cecil@example.com,"Test Scores","1993-11-27 11:30:36.000000",cecil@example.com,Unknown,Cecil@asu.gmail,,,1.36139813392557,2.98439614501038,,,Role,Unknown,"Am. Indian Alaska Native",,"Political Science",3.54477603752678,"Home Phone",1909867621,1207009508,,Cecil.Kihn@asuFake.edu
170,,Jackeline,"O'Connell",Prof,"81434 Padberg Shore",Goodwinstad,Tennessee,87522-3730,"United States","24055 Larkin Trail","Lake Violette",Illinois,17504,"United States",541.570.0101,228.360.9299,509.712.0396,"941.708.6995 x7146","513-207-3360 x1935",jackeline@example.org,"Employee Referral","1991-10-02 05:04:45.000000",jackeline@example.org,Male,Jackeline@asu.gmail,,,3.39716180378758,1.80527342232523,,,Temp,Unknown,"Black African-American",,"Computer Science",3.07241642445447,"Local Phone",7512038652,1202615619,,"Jackeline.O'Connell@asuFake.edu"
